SEMANA_LABEL;CODWCP;LINHA;CODPROD;DESCRPROD;OBSETIQUETA;CODVOL;USOPROD;SEGUNDA;TERCA;QUARTA;QUINTA;SEXTA;SABADO;DOMINGO;SEQ;QTDAPONTADA;TOTALSEMANA;SALDOSEMANA
2025-44;3;TEMPERO 500 1 & 2;4;TEMPERO SEM PIMENTA 500G SADIO;;CX;Venda;;;;1900;;;;;1646;;
2025-44;1;VINAGRE 500 1;8;VINAGRE DE ALCOOL 500ML SADIO;;CX;Venda;;528;;3875;6375;6375;6375;;23820;;
2025-44;3;TEMPERO 500 1 & 2;10;MOLHO DE ALHO 500ML SADIO;;CX;Venda;;;;;528;;;;423;;
2025-44;5;MOLHINHO 150 1;12;MOLHO DE ALHO 150ML SADIO;;CX;Venda;;;;2142;;;;;1827;;
2025-44;5;MOLHINHO 150 1;14;MOLHO INGLES 150ML SADIO;;CX;Venda;;504;2142;;;;;;1805;;
2025-44;3;TEMPERO 500 1 & 2;18;TEMPERO COMPLETO 500G LETO;;CX;Venda;;2584;1528;;924;;;;2527;;
2025-44;5;MOLHINHO 150 1;54;MOLHO SHOYU 150ML SADIO;;CX;Venda;;;;;;;;;0;;
2025-44;3;TEMPERO 500 1 & 2;80;MOLHO INGLES 500ML SADIO;;CX;Venda;;;;;132;;;;159;;
2025-44;3;TEMPERO 500 1 & 2;82;MOLHO SHOYU 500ML SADIO;;CX;Venda;;;;;132;;;;163;;
2025-44;20;CATCHUP 180-200-380;1365;CATCHUP TRADICIONAL 200G SADIO;;CX;Venda;;;950;;;;;;1013;;
2025-44;20;CATCHUP 180-200-380;1372;MOSTARDA AMARELA 190G SADIO;;CX;Venda;;;;;950;;;;870;;
2025-44;20;CATCHUP 180-200-380;1383;CATCHUP TRADICIONAL 380G SADIO;;CX;Venda;;;;;;;;;0;;
2025-44;5;MOLHINHO 150 1;1531;MOLHO DE PIMENTA EXTRA FORTE 150ML PINGO;;CX;Venda;;;;;1071;;;;818;;
2025-44;127;60-5000 MANUAL LIQUIDO 1;2266;VINAGRE DE ALCOOL 5L SADIO;;CX;Venda;;;;;535;;;;146;;
2025-44;1;VINAGRE 500 1;3172;VINAGRE DE ALCOOL 500ML LETO;;CX;Venda;;5847;6375;;;;;;8524;;
2025-44;14;TEMPERO SECO MANUAL 1;3337;LOURO PC 4G SADIO;;CX;Venda;;40;;;;;;;23;;
2025-44;13;TEMPERO SECO SACHE 1;3338;CANELA EM CASCA PC 10G SADIO;;CX;Venda;;;;;;;;;0;;
2025-44;13;TEMPERO SECO SACHE 1;3347;SALSA PC 10G SADIO;;CX;Venda;;;;;;;;;0;;
2025-44;12;CANELA 35G PÓ;3356;CANELA PO POTE 35G SADIO;;CX;Venda;;510;;;230;;;;425;;
2025-44;1;VINAGRE 500 1;7281;VINAGRE DE ALCOOL LIMAO 500ML SADIO;;CX;Venda;;;;2500;;;;;2343;;
2025-44;13;TEMPERO SECO SACHE 1;7303;OREGANO PC 200G SADIO;;CX;Venda;;460;;;;;;;229;;
2025-44;14;TEMPERO SECO MANUAL 1;7488;PIMENTA PRETA REFIL 40G MR MAKER;;CX;Venda;;;;;180;;;;62;;
2025-44;14;TEMPERO SECO MANUAL 1;7535;SAL DO HIMALAIA MOEDOR 110G MR MAKER;;CX;Venda;;;;;15;;;;20;;
2025-44;3;TEMPERO 500 1 & 2;7568;TEMPERO CASEIRO COMPLETO CLARO AZUL 500G SADIO;;CX;Venda;;;;948;660;;;;253;;
2025-44;9;CATCHUP 750-800-830;8145;MOLHO SHOYU 750ML SADIO;;CX;Venda;;204;306;;;;;;242;;
2025-44;9;CATCHUP 750-800-830;8146;CATCHUP TRADICIONAL 830G SADIO;;CX;Venda;;856;756;350;240;;;;1118;;
2025-44;9;CATCHUP 750-800-830;8147;BARBECUE TRADICIONAL 830G SADIO;;CX;Venda;;;;;240;;;;227;;
2025-44;8;MOLHO DE TOMATE 300 1 & 2;8148;MOLHO DE TOMATE TRADICIONAL 300G SADIO;;CX;Venda;1800;2100;900;900;2100;1800;1800;2;5156;11400;6244
2025-44;8;MOLHO DE TOMATE 300 1 & 2;8149;MOLHO DE TOMATE PIZZA 300G SADIO;;CX;Venda;;;;1200;;;;;1178;;
2025-44;8;MOLHO DE TOMATE 300 1 & 2;8151;MOLHO DE TOMATE MANJERICAO 300G SADIO;;CX;Venda;;;1200;;;;;;1157;;
2025-44;3;TEMPERO 500 1 & 2;8278;TEMPERO CASEIRO CONDIMENTADO CLARO VERM 500G SADIO;;CX;Venda;;264;1320;;;;;;1352;;
2025-44;13;TEMPERO SECO SACHE 1;8721;ACAFRAO/CURCUMA MOIDO PC 20G SADIO;;CX;Venda;;;460;;510;;;;1518;;
2025-44;9;CATCHUP 750-800-830;8974;MOSTARDA AMARELA 800G SADIO;;CX;Venda;;;;;240;;;;130;;
2025-44;9;CATCHUP 750-800-830;9073;CATCHUP TRADICIONAL 3,2KG LETO;;CX;Venda;;;;682;;;;;103;;
2025-44;9;CATCHUP 750-800-830;9095;CATCHUP TRADICIONAL 3,2KG FRINEX;;CX;Venda;;;;168;;;;;168;;
2025-44;15;CATCHUP SACHE 6G 1;9529;CATCHUP SACHE 150/6G LETO;;CX;Venda;119;119;119;119;119;;;;223;;
2025-44;3;TEMPERO 500 1 & 2;9651;TEMPERO GOURMET ERVAS FINAS 500G MR MAKER;;CX;Venda;;;;;230;;;;0;;
2025-44;3;TEMPERO 500 1 & 2;9655;TEMPERO GOURMET ALHO E CEBOLA 500G MR MAKER;;CX;Venda;;;;;230;;;;238;;
2025-44;11;AÇUCAR/ADOÇANTE PÓ 5-0,5 1;9659;ACUCAR CRISTAL PREMIUM 400/5G SADIO;;CX;Venda;176;176;176;176;176;;;;433;;
2025-44;10;TEMPERO PÓ 1;9664;TEMPERO PO FEIJAO 50G SADIO;;CX;Venda;;;;;;;;;0;;
2025-44;10;TEMPERO PÓ 1;9665;TEMPERO PO FRANGO 50G SADIO;;CX;Venda;;;350;15;;;;;278;;
2025-44;10;TEMPERO PÓ 1;9666;TEMPERO PO LEGUMES 50G SADIO;;CX;Venda;;;;350;80;;;;378;;
2025-44;14;TEMPERO SECO MANUAL 1;9693;CHIMICHURRI POTE 90G MR MAKER;;CX;Venda;;;;;120;;;;44;;
2025-44;14;TEMPERO SECO MANUAL 1;9694;DRY RUB POTE 160G MR MAKER;;CX;Venda;;;;70;;;;;63;;
2025-44;17;DETERGENTE 500 1;9880;DETERGENTE LIMAO 500ML TANLUX;;CX;Venda;;;1530;;;;;;1425;;
2025-44;17;DETERGENTE 500 1;9881;DETERGENTE MACA 500ML TANLUX;;CX;Venda;;;;;765;;;;604;;
2025-44;17;DETERGENTE 500 1;9882;DETERGENTE NEUTRO 500ML TANLUX;;CX;Venda;;;;1530;;;;;1030;;
2025-44;17;DETERGENTE 500 1;9883;DETERGENTE COCO 500ML TANLUX;;CX;Venda;;;;;765;;;;728;;
2025-44;17;DETERGENTE 500 1;9884;LIMPA ALUMINIO 500ML TANLUX;;CX;Venda;;630;;;;;;;428;;
2025-44;19;2000-3000-5000 MANUAL LIMPEZA 1;9885;DETERGENTE LIMAO 5L TANLUX;;CX;Venda;;;;200;;;;;120;;
2025-44;19;2000-3000-5000 MANUAL LIMPEZA 1;9887;DETERGENTE NEUTRO 5L TANLUX;;CX;Venda;;;100;;;;;;70;;
2025-44;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9889;DETERGENTE MACA 2L TANLUX;;CX;Venda;;;166;;;;;;97;;
2025-44;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9890;DETERGENTE NEUTRO 2L TANLUX;;CX;Venda;;;166;;;;;;97;;
2025-44;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9892;AMACIANTE FLORAL 2L TANLUX;;CX;Venda;;95;;;;;;;84;;
2025-44;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9894;AMACIANTE HARMONIA 2L TANLUX;;CX;Venda;;95;;;;;;;83;;
2025-44;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9897;DESINFETANTE LAVANDA 2L TANLUX;;CX;Venda;;;;;85;;;;0;;
2025-44;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9899;DESINFETANTE FLORAL 2L TANLUX;;CX;Venda;;;;;85;;;;0;;
2025-44;19;2000-3000-5000 MANUAL LIMPEZA 1;9902;LAVA ROUPA COMFORT BLUE 3L TANLUX;;CX;Venda;610;710;610;510;610;;;;1180;;
2025-44;13;TEMPERO SECO SACHE 1;9953;CHIMICHURRI PC 15G SADIO;;CX;Venda;;;;;;;;;0;;
2025-44;13;TEMPERO SECO SACHE 1;9955;LEMON PEPPER PC 30G SADIO;;CX;Venda;;;;460;;;;;385;;
2025-45;3;TEMPERO 500 1 & 2;2;TEMPERO COMPLETO ESPECIAL 500G SADIO;;CX;Venda;;;;;1900;;;;1829;;
2025-45;1;VINAGRE 500 1;8;VINAGRE DE ALCOOL 500ML SADIO;;CX;Venda;6375;;6375;6375;;;;;17440;;
2025-45;3;TEMPERO 500 1 & 2;10;MOLHO DE ALHO 500ML SADIO;;CX;Venda;;;;1200;;;;;1205;;
2025-45;5;MOLHINHO 150 1;12;MOLHO DE ALHO 150ML SADIO;;CX;Venda;;;;;;;;;0;;
2025-45;5;MOLHINHO 150 1;14;MOLHO INGLES 150ML SADIO;;CX;Venda;;;;;;;;;0;;
2025-45;3;TEMPERO 500 1 & 2;18;TEMPERO COMPLETO 500G LETO;;CX;Venda;671;;2848;1648;634;;;;3768;;
2025-45;7;PURO ALHO 200-440-1000-2000 1;29;PURO ALHO 200G SADIO;;CX;Venda;595;;;;;;;;316;;
2025-45;3;TEMPERO 500 1 & 2;36;TEMPERO COMPLETO 500G REDE MAIS;;CX;Venda;1716;;;;;;;;1698;;
2025-45;5;MOLHINHO 150 1;54;MOLHO SHOYU 150ML SADIO;;CX;Venda;;;;2142;;;;;1625;;
2025-45;7;PURO ALHO 200-440-1000-2000 1;391;PURO ALHO 2KG SADIO;;CX;Venda;;180;;;;;;;167;;
2025-45;20;CATCHUP 180-200-380;1365;CATCHUP TRADICIONAL 200G SADIO;;CX;Venda;;;;;679;;;;626;;
2025-45;20;CATCHUP 180-200-380;1383;CATCHUP TRADICIONAL 380G SADIO;;CX;Venda;;500;950;;;;;;1030;;
